date,model,start_configuration,complete_configuration,finance_calculator_visits,test_drives_submitted,finance_calc_leads_submitted,request_a_quote_form_submitted,showrooms_visits,visits,natural_search_visits,paid_search_visits,paid_social_visits,email_visits,direct_visits,bounces,return_visitors,unique_visitors,quality_arrivals
"Jul 22, 2023",Model_D,946,316,121,6,0,2,1880,2477,1259,815,0,112,252,156,908,2220,947
"Jul 28, 2023",Model_F,414,97,195,4,0,2,1870,2228,1013,591,0,39,211,229,752,2066,418
"May 1, 2023",Model_D,826,294,145,4,0,4,1597,2162,1218,570,0,72,196,330,780,1958,831
"Apr 28, 2023",Model_E,495,226,28,1,1,4,130,713,369,139,0,11,157,0,308,656,498
"May 15, 2023",Model_B,1031,346,310,1,3,12,997,1909,798,561,0,121,222,16,726,1712,1041
"May 9, 2023",Model_C,1083,257,139,2,3,4,1023,1672,812,459,0,80,179,12,661,1539,1089
"May 16, 2023",Model_E,434,152,28,0,0,2,95,622,334,108,0,3,77,2,254,593,436
"Jun 7, 2023",Model_F,288,91,81,4,0,3,1089,1328,776,310,0,17,119,167,477,1222,290
"Jun 5, 2023",Model_C,1003,219,108,2,0,4,872,1493,821,377,0,86,148,6,594,1363,1008
"Jun 8, 2023",Model_D,714,243,130,2,2,0,1748,2294,1143,478,0,112,207,341,836,2113,723
"Jun 2, 2023",Model_B,941,290,122,3,2,6,759,1422,718,444,0,73,157,10,552,1277,949
"Jul 15, 2023",Model_C,788,218,129,0,0,2,898,1384,584,608,0,45,133,8,492,1250,792
"May 10, 2023",Model_D,1521,478,424,8,2,22,4208,5001,1442,665,0,1529,251,268,1558,4652,1529
"Jun 14, 2023",Model_D,703,269,113,5,0,2,1515,2012,1117,478,0,71,213,358,765,1838,706
"May 24, 2023",Model_C,980,190,83,4,1,2,843,1398,741,376,0,38,177,11,572,1260,986
"Jun 15, 2023",Model_D,621,228,119,3,0,2,1553,2033,1140,504,0,68,204,336,781,1838,624
"Jun 18, 2023",Model_B,984,280,186,4,0,4,886,1604,775,548,0,44,174,12,537,1451,996
"Jun 19, 2023",Model_D,185,2,2,1,0,0,1696,1765,1098,402,0,29,152,315,665,1649,186
"Jun 22, 2023",Model_F,334,104,225,6,0,8,1393,1718,798,429,0,16,159,160,627,1599,339
"Jun 14, 2023",Model_A,1381,461,143,3,1,0,2094,2874,1847,663,0,25,278,326,888,2652,1398
"Jun 11, 2023",Model_A,1229,447,191,3,0,0,2111,2810,1754,704,0,14,285,374,800,2605,1242
"Jun 10, 2023",Model_D,560,213,108,1,1,3,1509,1969,993,395,0,58,209,308,686,1823,568
"Jun 9, 2023",Model_E,292,102,32,2,0,2,76,557,314,124,0,14,85,2,239,510,297
"Jun 10, 2023",Model_B,760,256,133,0,0,2,688,1310,630,421,0,65,156,9,469,1178,768
"Jun 3, 2023",Model_B,836,269,150,0,1,2,743,1324,669,433,0,37,151,9,470,1204,843
"Sep 7, 2023",Model_F,355,72,148,2,0,2,1671,2083,927,609,0,33,353,20,738,1937,357
"Aug 8, 2023",Model_A,1635,556,174,5,0,7,2379,3323,1844,1072,0,29,325,306,1140,3019,1647
"Aug 23, 2023",Model_F,295,136,196,4,0,4,1270,1695,797,405,0,29,295,30,561,1556,298
"Sep 11, 2023",Model_D,768,269,145,6,0,8,2854,3556,1300,942,0,80,676,664,1184,3287,769
"Sep 4, 2023",Model_C,970,319,127,3,0,12,1541,2191,1070,788,0,106,210,92,801,1965,977
"Jun 23, 2023",Model_F,509,173,714,9,3,4,5709,6077,961,457,0,4102,271,633,1436,5742,518
"Jun 18, 2023",Model_A,1548,547,178,2,2,2,2247,3185,1932,897,0,12,314,343,896,2932,1562
"Jun 10, 2023",Model_E,231,96,27,0,0,0,79,455,237,134,0,3,59,1,175,433,232
"May 27, 2023",Model_A,1337,441,123,2,0,9,1891,2573,1557,680,0,8,298,320,752,2379,1346
"Mar 27, 2023",Model_B,1009,324,203,1,1,2,1201,1820,917,569,0,73,199,16,611,1681,1019
"Apr 7, 2023",Model_F,259,76,100,2,0,0,1009,1293,795,299,0,10,144,100,378,1180,260
"Jul 9, 2023",Model_F,305,89,221,3,0,6,1655,1900,795,749,0,25,186,182,592,1781,305
"Jul 29, 2023",Model_A,1568,483,154,3,0,16,2464,3378,1698,1255,0,28,382,271,1058,3104,1581
"Aug 10, 2023",Model_C,867,238,107,1,0,2,1353,1875,1090,481,0,70,195,69,671,1722,870
"Nov 21, 2023",Model_D,610,201,262,0,1,4,1731,2338,862,520,0,76,220,342,836,2165,614
"Jun 17, 2023",Model_B,888,307,153,3,2,10,807,1445,683,465,0,56,191,19,495,1285,900
"Jun 13, 2023",Model_E,301,113,51,0,0,5,108,615,326,151,0,12,95,1,301,585,303
"Sep 19, 2023",Model_D,679,246,111,3,0,2,1475,2004,907,592,0,52,201,124,798,1851,684
"Sep 22, 2023",Model_F,334,136,116,4,0,6,1475,1758,1194,99,0,20,318,36,600,1652,334
"Sep 27, 2023",Model_D,692,240,76,8,0,0,1430,1910,1302,118,0,31,171,147,724,1751,694
"Mar 10, 2023",Model_A,1329,505,168,0,0,22,2033,2771,1483,952,0,48,271,113,907,2571,1342
"Feb 22, 2023",Model_B,1072,394,212,1,0,8,1500,2134,822,929,0,101,206,13,738,1999,1080
"Mar 7, 2023",Model_A,1846,683,249,2,0,14,2841,3938,1973,1512,0,55,330,169,1297,3629,1862
"Nov 20, 2023",Model_B,747,272,20,1,0,8,626,1138,506,348,0,59,158,3,424,1047,752
"Sep 22, 2023",Model_B,914,351,140,0,1,10,695,1454,956,123,0,78,206,6,596,1292,926
"Jul 8, 2023",Model_E,351,127,43,6,0,6,212,844,425,253,0,7,84,2,307,810,353
"Jul 24, 2023",Model_A,1610,491,187,4,1,4,2611,3569,1956,1175,0,44,336,300,1164,3270,1622
"Aug 31, 2023",Model_A,1890,770,1493,3,2,12,5884,7427,2027,1614,0,3024,388,856,2179,6936,1915
"Sep 25, 2023",Model_D,753,285,124,5,2,6,1477,2022,1302,122,0,64,188,158,802,1840,760
"Oct 19, 2023",Model_C,900,288,121,2,0,6,1532,2131,1216,582,0,57,168,106,800,1935,901
"Jun 12, 2023",Model_E,309,119,34,2,0,4,122,645,374,159,0,8,88,3,264,613,315
"Jun 16, 2023",Model_E,278,128,43,0,0,0,97,576,316,160,0,3,73,2,256,551,279
"Jun 23, 2023",Model_C,924,286,171,4,0,6,938,1543,727,529,0,102,152,11,602,1419,929
"May 14, 2023",Model_C,849,208,119,2,1,2,777,1283,666,364,0,46,128,3,455,1191,852
"May 28, 2023",Model_F,194,49,61,2,0,0,996,1318,760,255,0,18,191,164,415,1205,197
"Jun 4, 2023",Model_E,436,163,23,1,0,0,78,692,293,158,0,148,67,3,235,657,437
"Jun 5, 2023",Model_E,348,130,43,2,1,7,92,612,326,142,0,51,75,3,283,577,351
"Jul 25, 2023",Model_A,1688,519,200,4,1,2,2532,3582,1973,1157,0,31,369,279,1186,3262,1698
"Jul 21, 2023",Model_B,915,280,134,1,0,11,795,1395,685,473,0,63,164,8,518,1263,920
"Jun 16, 2023",Model_C,819,227,91,4,2,2,833,1367,703,422,0,62,143,9,560,1224,825
"Jun 26, 2023",Model_E,344,110,47,1,0,2,163,841,407,203,0,45,91,1,334,802,346
"Jul 22, 2023",Model_A,1620,488,167,3,1,11,2556,3422,1846,1215,0,56,329,281,1068,3155,1641
"Mar 14, 2023",Model_B,1050,376,168,1,0,0,1261,1869,873,700,0,71,174,17,644,1711,1058
"Mar 25, 2023",Model_A,1866,650,174,5,0,8,2636,3564,2037,1149,0,28,338,135,1029,3284,1886
"Jun 23, 2023",Model_E,376,140,122,1,1,4,98,1356,392,190,0,597,88,8,430,1322,382
"Dec 26, 2023",Model_F,118,30,33,3,0,0,626,796,400,291,0,5,76,70,205,744,118
"Mar 17, 2023",Model_D,963,324,129,7,0,2,1620,2338,1295,618,0,123,218,53,910,2073,968
"May 3, 2023",Model_B,892,300,196,1,1,8,771,1318,607,430,0,105,137,12,466,1199,900
"Jul 9, 2023",Model_C,827,235,185,4,1,6,832,1339,714,463,0,24,120,3,446,1239,831
"Jul 8, 2023",Model_D,922,353,165,7,0,6,1717,2257,1287,667,0,39,239,144,848,2053,927
"Jul 20, 2023",Model_D,786,238,118,6,0,6,1671,2185,1164,675,0,72,222,136,867,1978,789
"Jul 23, 2023",Model_B,1044,337,180,2,1,5,936,1572,699,635,0,26,196,4,545,1400,1052
"Jul 3, 2023",Model_E,384,137,49,2,0,2,275,975,483,289,0,16,103,3,410,931,387
"Aug 6, 2023",Model_E,431,171,47,3,0,0,405,1206,537,369,0,20,124,4,361,1144,432
"Aug 26, 2023",Model_E,515,217,101,7,0,4,934,1761,491,392,0,646,124,5,569,1653,519
"Sep 11, 2023",Model_E,413,145,51,9,0,2,347,1073,587,300,0,25,87,5,445,1004,414
"Sep 6, 2023",Model_F,302,41,176,3,0,4,1550,1852,818,524,0,21,346,29,626,1751,304
"Sep 21, 2023",Model_D,695,262,93,2,0,2,1301,1813,1197,302,0,43,180,109,706,1642,701
"Aug 4, 2023",Model_E,514,205,80,7,0,2,503,1490,702,371,0,54,158,3,526,1411,515
"Mar 27, 2023",Model_F,421,128,142,0,0,2,1725,2132,1015,529,0,146,200,258,789,2006,424
"Mar 30, 2023",Model_C,1230,341,126,3,2,4,1049,1781,828,618,0,76,188,13,777,1607,1239
"Apr 17, 2023",Model_E,229,64,73,2,0,3,1004,1180,805,207,0,4,132,105,428,1102,231
"Apr 27, 2023",Model_E,18,5,17,0,0,0,1164,1191,786,218,0,15,219,34,461,1105,18
"Apr 2, 2023",Model_B,1007,326,135,1,0,2,831,1385,567,622,0,39,148,6,469,1251,1018
"Jul 27, 2023",Model_A,1530,436,225,7,0,14,2765,3544,1871,1201,0,90,353,308,1132,3294,1541
"Jul 25, 2023",Model_F,413,113,244,4,1,2,2160,2516,1127,825,0,21,256,248,840,2313,416
"Aug 7, 2023",Model_D,881,277,126,3,2,10,1571,2221,1056,710,0,100,212,109,851,2008,890
"Sep 24, 2023",Model_C,760,247,96,4,0,2,1483,1938,1547,50,0,42,197,93,671,1787,765
"Oct 20, 2023",Model_D,736,245,89,3,0,4,2531,3047,911,581,0,60,164,583,983,2838,742
"Aug 15, 2023",Model_B,1093,393,198,2,0,16,957,1676,768,604,0,86,196,5,566,1512,1104
"May 21, 2023",Model_B,926,258,480,2,3,11,803,1731,633,554,0,69,223,19,607,1576,943
"Jul 5, 2023",Model_B,84,7,5,2,0,4,71,147,74,41,0,5,18,2,59,142,84
"Jul 8, 2023",Model_C,841,221,165,5,0,8,855,1414,751,466,0,36,143,7,513,1262,843
"Jul 20, 2023",Model_C,967,252,120,8,0,6,951,1580,794,547,0,55,157,2,653,1439,974
"Jun 15, 2023",Model_B,853,300,173,0,2,10,768,1397,696,446,0,50,164,10,532,1294,865
"Jun 12, 2023",Model_C,904,246,106,1,0,2,886,1494,812,409,0,66,172,13,609,1367,907
"Sep 13, 2023",Model_F,335,126,143,4,0,4,1440,1762,717,527,0,23,320,17,580,1641,341
"Aug 22, 2023",Model_F,232,101,206,5,0,0,1325,1743,800,379,0,67,253,27,574,1625,234
"Apr 26, 2023",Model_C,1168,287,90,3,0,2,999,1607,790,458,0,168,151,10,616,1462,1172
"Apr 20, 2023",Model_F,381,107,95,4,0,4,1318,1686,934,384,0,17,237,200,567,1546,382
"May 6, 2023",Model_E,915,352,23,0,0,0,106,1326,318,116,0,629,104,2,435,1251,915
"May 27, 2023",Model_D,702,222,94,1,0,2,1671,2133,1084,511,0,64,220,351,787,1951,704
"May 20, 2023",Model_D,985,341,749,3,0,2,2011,3092,1248,680,0,124,248,234,1035,2815,995
"Jun 13, 2023",Model_D,612,215,143,5,1,0,1465,2002,1135,436,0,112,201,345,735,1813,618
"Aug 18, 2023",Model_F,294,124,113,3,0,0,1292,1622,872,355,0,16,258,30,549,1493,299
"Sep 10, 2023",Model_F,291,121,163,8,1,0,1555,1865,820,520,0,20,341,23,547,1722,296
"Aug 22, 2023",Model_A,1399,605,887,7,3,4,4055,5412,2010,1565,0,994,357,585,1714,5004,1420
"Aug 3, 2023",Model_A,1542,504,220,3,0,16,2508,3502,1806,1198,0,98,330,293,1190,3193,1554
"Apr 20, 2023",Model_B,804,248,128,1,2,2,706,1193,522,494,0,57,106,8,416,1088,819
"Apr 19, 2023",Model_F,382,92,76,5,0,0,1315,1687,1027,330,0,31,209,197,556,1536,383
"May 6, 2023",Model_A,1466,479,142,1,0,4,2268,3014,1869,773,0,38,286,381,880,2808,1477
"May 3, 2023",Model_D,894,281,170,0,2,2,1822,2444,1227,687,0,131,250,425,938,2253,898
"Jun 13, 2023",Model_A,1314,459,163,2,0,6,2061,2823,1773,683,0,22,273,325,888,2608,1327
"Jun 27, 2023",Model_C,972,282,161,4,0,0,957,1627,795,584,0,43,150,11,651,1466,976
"Jul 20, 2023",Model_A,1512,489,161,6,0,4,2355,3271,1755,1160,0,18,314,298,1057,2998,1519
"Jul 6, 2023",Model_F,342,101,167,4,0,0,1606,1909,823,770,0,18,175,197,663,1794,344
"Jul 10, 2023",Model_F,476,133,165,4,0,2,1792,2280,1122,925,0,24,217,147,828,2081,478
"Jul 30, 2023",Model_D,925,291,130,1,0,4,1683,2282,1210,625,0,59,246,129,794,2066,935
"Aug 27, 2023",Model_E,353,132,89,6,0,0,536,1236,445,359,0,181,132,3,423,1169,356
"Sep 3, 2023",Model_C,683,245,170,1,0,5,1427,1958,822,843,0,50,176,80,635,1811,692
"Jun 25, 2023",Model_C,796,217,161,2,0,0,874,1409,692,504,0,32,159,7,481,1295,807
"Jun 28, 2023",Model_E,330,110,49,2,0,4,236,829,444,177,0,14,84,1,342,786,331
"Jul 2, 2023",Model_D,899,323,148,3,0,6,1707,2225,1148,736,0,47,239,146,786,2039,902
"Jul 23, 2023",Model_A,1644,555,175,2,1,4,2519,3441,1792,1288,0,18,331,272,1041,3158,1656
"Jun 26, 2023",Model_A,1457,516,173,1,1,14,2265,3116,1836,912,0,30,282,255,1010,2886,1466
"Jul 2, 2023",Model_C,821,258,177,3,0,2,859,1380,643,544,0,25,156,7,488,1282,824
"Jul 12, 2023",Model_D,864,286,111,5,0,4,1689,2226,1218,641,0,57,271,139,838,2015,869
"Jul 12, 2023",Model_C,865,234,126,6,1,4,838,1420,788,434,0,35,142,8,576,1274,873
"Jul 18, 2023",Model_C,869,276,141,5,0,12,863,1445,784,464,0,48,130,7,568,1323,877
"Aug 7, 2023",Model_E,476,180,72,1,0,2,407,1276,570,372,0,33,130,5,467,1205,478
"Jul 26, 2023",Model_C,999,255,128,1,0,8,1027,1703,811,509,0,181,176,6,675,1525,1001
"Aug 2, 2023",Model_C,974,276,153,8,0,4,1061,1740,751,602,0,210,167,11,680,1602,979
"Aug 9, 2023",Model_A,1682,589,144,5,0,14,2372,3364,1964,919,0,79,336,314,1110,3048,1690
"Jul 13, 2023",Model_B,891,296,196,3,1,12,764,1449,647,532,0,47,182,11,525,1298,903
"Jul 5, 2023",Model_F,380,111,169,6,0,9,1582,1871,781,702,0,37,185,190,667,1754,382
"Jul 30, 2023",Model_E,699,251,75,5,0,4,565,1808,784,538,0,19,193,7,529,1712,706
"Apr 11, 2023",Model_B,1044,318,193,2,1,6,843,1513,866,351,0,75,172,13,554,1367,1056
"Apr 18, 2023",Model_F,387,95,84,6,0,0,1294,1732,976,370,0,35,209,207,580,1594,389
"Dec 15, 2023",Model_F,153,43,40,1,0,0,684,884,480,264,0,13,82,67,267,825,155
"Dec 27, 2023",Model_D,595,208,96,3,0,0,3385,3774,806,551,0,21,223,855,886,3639,596
"May 4, 2023",Model_C,996,245,99,2,4,3,937,1535,734,492,0,73,196,4,643,1391,1003
"May 12, 2023",Model_D,1215,440,301,3,0,6,2787,3549,1565,751,0,224,267,304,1240,3217,1222
"Aug 17, 2023",Model_D,895,299,136,5,0,0,1498,2084,1185,471,0,74,193,122,798,1879,904
"Jul 3, 2023",Model_C,956,274,95,3,0,4,958,1512,779,501,0,36,164,6,597,1397,961
"Jun 24, 2023",Model_F,345,123,444,3,0,6,3933,4240,727,460,0,2523,225,533,1296,3891,360
"May 24, 2023",Model_D,765,208,114,2,1,2,1877,2353,1157,624,0,85,200,380,872,2161,771
"May 27, 2023",Model_B,822,269,124,1,2,6,662,1163,535,386,0,51,168,6,400,1069,835
"Oct 26, 2023",Model_C,807,220,84,5,1,8,1566,2089,1184,587,0,48,204,87,782,1888,814
"Oct 24, 2023",Model_F,282,101,49,9,0,2,959,1306,800,356,0,9,214,49,490,1198,284
"Oct 28, 2023",Model_B,667,240,147,0,0,0,671,1185,503,450,0,64,153,6,426,1068,670
"Aug 6, 2023",Model_B,1211,413,169,5,0,22,926,1621,673,656,0,47,231,7,580,1458,1224
"Sep 4, 2023",Model_E,426,161,50,8,0,4,336,1041,480,373,0,27,97,2,422,970,431
"Sep 19, 2023",Model_C,1212,379,106,7,3,14,2203,2912,1621,854,0,62,270,110,1077,2696,1219
"Aug 20, 2023",Model_E,299,122,43,3,0,4,284,912,400,308,0,4,89,2,330,859,302
"Oct 15, 2023",Model_B,852,327,145,1,1,8,734,1466,684,499,0,39,198,3,504,1332,863
"Nov 20, 2023",Model_D,530,174,276,2,0,2,1731,2327,822,539,0,66,208,334,835,2177,534
"Nov 15, 2023",Model_A,1658,583,320,3,1,24,3234,4264,1886,1018,0,26,589,308,1322,3990,1672
"Nov 18, 2023",Model_F,153,42,97,2,0,0,719,951,527,242,0,15,100,81,289,874,154
"Nov 12, 2023",Model_F,148,49,87,2,0,0,873,1093,543,395,0,2,122,96,352,1021,150
"Jun 10, 2023",Model_C,631,177,80,2,0,2,658,1109,555,297,0,55,157,8,423,1012,633
"Jun 22, 2023",Model_E,277,88,53,2,0,6,84,699,311,203,0,6,79,3,301,662,278
"Jun 6, 2023",Model_A,1570,558,198,2,0,8,2280,3139,2005,744,0,13,302,376,993,2918,1585
"Jun 7, 2023",Model_E,266,116,37,2,0,0,80,560,300,152,0,9,72,2,248,535,271
"Jun 2, 2023",Model_D,724,275,119,5,0,4,1727,2220,1064,572,0,54,187,358,789,2054,727
"Jun 18, 2023",Model_D,699,223,133,7,1,4,1684,2148,1213,584,0,67,178,351,734,1969,706
"Jul 18, 2023",Model_F,394,104,165,7,0,2,1568,1882,879,793,0,28,183,183,696,1726,396
"Aug 12, 2023",Model_A,1609,541,130,2,0,8,2672,3525,1612,1504,0,23,334,331,1068,3210,1621
"Aug 9, 2023",Model_B,1158,448,199,1,0,12,924,1691,823,547,0,94,188,8,599,1463,1165
"Jul 28, 2023",Model_E,544,197,49,4,0,6,453,1494,681,384,0,24,155,7,514,1412,546
"Aug 21, 2023",Model_F,300,116,269,7,0,2,1312,1792,809,384,0,167,219,26,616,1667,302
"Aug 5, 2023",Model_F,381,121,165,3,0,2,1790,2089,870,643,0,27,203,199,616,1908,384
"Jul 1, 2023",Model_C,858,255,149,1,0,0,845,1381,645,544,0,33,152,8,499,1271,865
"Jul 13, 2023",Model_C,819,255,139,4,0,16,831,1405,678,465,0,51,168,9,541,1262,824
"Jul 11, 2023",Model_D,864,306,148,7,2,12,1693,2320,1280,649,0,58,266,180,936,2081,875
"Jul 26, 2023",Model_E,522,187,81,5,0,0,478,1330,618,368,0,53,154,3,483,1254,524
"Aug 14, 2023",Model_C,1001,319,141,4,2,12,1547,2135,1333,501,0,72,184,86,798,1931,1009
"Aug 11, 2023",Model_C,895,266,108,3,0,4,1326,1862,1048,521,0,65,198,67,671,1694,898
"Aug 27, 2023",Model_B,1115,437,263,4,1,4,824,1772,671,702,0,61,222,8,627,1596,1124
"Jul 22, 2023",Model_E,647,259,60,5,0,4,664,1498,710,377,0,23,140,6,466,1431,651
"Aug 8, 2023",Model_B,1240,433,186,4,0,12,969,1704,794,588,0,74,234,7,615,1513,1245
"Aug 2, 2023",Model_B,1199,315,205,2,3,8,998,1802,768,650,0,138,216,12,653,1628,1216
"Sep 13, 2023",Model_E,368,136,45,7,0,4,306,933,470,267,0,7,93,4,380,870,370
"Sep 25, 2023",Model_A,1538,572,178,4,1,4,2444,3486,2752,166,0,56,314,323,1211,3170,1550
"Oct 11, 2023",Model_A,1730,609,130,4,0,8,2556,3646,2133,809,0,27,393,317,1203,3336,1745
"Oct 2, 2023",Model_E,373,128,55,6,0,2,464,904,526,162,0,6,108,2,363,851,376
"Oct 22, 2023",Model_A,1470,557,178,7,1,12,2417,3417,1886,928,0,16,352,298,1034,3144,1486
"Sep 21, 2023",Model_C,816,246,101,3,1,2,1610,2173,1573,227,0,66,242,118,806,1994,823
"Oct 4, 2023",Model_E,319,111,55,2,0,0,387,795,441,221,0,10,80,6,326,745,322
"Jul 16, 2023",Model_D,927,308,149,7,0,4,1821,2390,1220,896,0,51,230,156,860,2159,930
"Aug 20, 2023",Model_C,729,226,139,2,1,4,1210,1717,949,549,0,34,172,66,624,1564,733
"Aug 19, 2023",Model_D,859,314,267,2,0,8,1519,2164,1194,528,0,69,223,118,778,1932,862
"Aug 28, 2023",Model_A,1278,546,817,10,2,10,2851,4203,1780,1646,0,91,359,355,1211,3895,1301
"Jul 17, 2023",Model_D,891,279,130,4,1,12,1728,2300,1247,738,0,58,218,171,864,2084,896
"Aug 18, 2023",Model_B,1240,420,201,2,0,15,982,1744,787,646,0,82,201,9,620,1565,1247
"Aug 20, 2023",Model_F,262,82,107,5,0,6,1107,1369,645,357,0,8,217,20,415,1276,265
"Aug 5, 2023",Model_B,1220,421,162,0,1,9,987,1703,703,718,0,68,191,8,616,1516,1228
"Sep 8, 2023",Model_A,2002,660,167,5,1,4,2867,3999,1934,1541,0,58,393,403,1351,3634,2017
"Aug 30, 2023",Model_B,1057,412,297,0,4,6,898,1849,726,701,0,75,218,9,669,1663,1074
"Jul 19, 2023",Model_F,422,98,180,1,0,6,1641,1928,861,837,0,33,187,164,688,1796,424
"Aug 4, 2023",Model_A,1610,516,182,3,0,2,2458,3425,1748,1216,0,46,362,299,1098,3126,1622
"Aug 21, 2023",Model_B,1073,417,744,0,3,6,1141,2490,825,765,0,499,237,7,803,2266,1091
"Sep 15, 2023",Model_A,4800,1457,1004,4,1,12,5452,9308,2100,1469,0,5263,545,511,2390,8692,4832
"Sep 21, 2023",Model_F,357,134,107,6,0,4,1178,1499,1000,189,0,18,259,29,538,1393,361
"Sep 27, 2023",Model_B,925,319,129,4,0,7,826,1597,1124,160,0,70,181,4,603,1454,935
"Sep 29, 2023",Model_D,708,247,65,1,0,0,1567,2008,1089,289,0,62,280,170,768,1837,710
"Aug 16, 2023",Model_B,1195,446,193,3,0,6,933,1681,756,628,0,72,184,6,620,1511,1202
"Oct 3, 2023",Model_A,1730,682,187,2,0,6,2602,3727,2406,837,0,39,360,334,1262,3357,1745
"Jul 7, 2023",Model_D,774,268,93,4,0,8,1542,2037,1083,581,0,63,250,163,818,1862,777
"Jul 13, 2023",Model_F,399,115,240,5,0,2,1901,2231,947,841,0,46,197,179,754,2049,402
"Jul 1, 2023",Model_F,336,97,145,4,1,4,1354,1634,722,486,0,36,189,146,545,1513,339
"Aug 29, 2023",Model_E,460,173,77,6,0,4,587,1372,602,404,0,80,134,3,507,1297,463
"Sep 5, 2023",Model_E,402,140,53,5,0,6,299,1003,445,355,0,25,109,2,429,954,403
"Sep 8, 2023",Model_E,375,141,58,5,0,2,296,1049,508,308,0,22,122,2,446,990,378
"Oct 19, 2023",Model_D,800,272,90,3,0,2,2640,3174,951,599,0,51,201,512,1020,2964,803
"Jul 17, 2023",Model_A,1560,510,168,6,0,4,2517,3428,1810,1287,0,25,332,328,1086,3141,1570
"Jul 22, 2023",Model_F,353,88,217,5,1,0,2002,2308,1068,816,0,46,203,242,707,2130,356
"Jul 17, 2023",Model_E,478,175,46,4,0,2,376,1150,559,367,0,10,129,3,443,1094,480
"Aug 9, 2023",Model_E,405,155,51,1,0,5,333,1063,477,275,0,27,115,1,391,1000,405
"Aug 11, 2023",Model_A,1693,567,161,5,0,4,2581,3528,1839,1295,0,33,312,302,1136,3238,1706
"Aug 15, 2023",Model_A,1727,630,175,3,0,10,2718,3707,1861,1391,0,60,361,347,1247,3385,1744
"Aug 2, 2023",Model_F,439,124,211,6,0,3,2074,2443,1008,651,0,337,156,219,790,2270,443
"Aug 31, 2023",Model_F,378,155,155,3,0,8,1421,1864,833,472,0,100,303,24,659,1727,378
"Sep 9, 2023",Model_F,300,126,139,1,0,2,1491,1793,709,511,0,26,384,23,580,1656,305
"Jul 24, 2023",Model_E,596,231,91,3,0,6,497,1403,678,391,0,20,151,3,537,1338,598
"Oct 1, 2023",Model_F,288,111,92,5,0,2,1613,1985,1168,394,0,5,384,32,592,1866,293
"Nov 5, 2023",Model_A,1401,520,150,3,1,8,2465,3259,1759,976,0,19,342,269,999,3009,1410
"Oct 1, 2023",Model_A,1823,677,112,2,0,4,2862,3991,2271,1196,0,16,437,364,1308,3576,1838
"Aug 14, 2023",Model_E,455,175,58,5,0,2,351,1178,609,312,0,18,113,7,474,1093,457
"Sep 10, 2023",Model_A,1778,685,234,4,1,6,3234,4297,1897,1789,0,45,444,500,1221,3926,1789
"Aug 3, 2023",Model_D,880,305,192,3,1,8,1667,2404,1164,722,0,161,195,121,903,2148,886
"Aug 15, 2023",Model_C,937,281,135,4,0,14,1437,2050,1159,540,0,86,229,81,760,1838,944
"Aug 28, 2023",Model_E,359,154,86,5,0,2,535,1242,501,386,0,107,113,0,438,1178,362
"Sep 15, 2023",Model_F,327,101,142,1,0,0,1697,2014,856,459,0,140,382,27,675,1891,329
"Aug 14, 2023",Model_F,388,143,152,6,1,8,1439,1765,944,354,0,22,328,18,637,1629,389
"Sep 28, 2023",Model_C,700,228,93,3,0,0,1348,1846,1397,171,0,53,166,89,714,1697,702
"Sep 18, 2023",Model_B,1238,466,206,0,1,16,1071,2030,866,666,0,101,285,9,792,1818,1245
"Oct 12, 2023",Model_B,823,322,146,3,0,8,698,1385,687,462,0,54,122,7,517,1242,832
"Nov 21, 2023",Model_A,1536,517,1152,0,8,6,2458,4173,1756,1157,0,137,564,298,1376,3870,1582
"Sep 19, 2023",Model_E,333,127,48,2,0,2,371,884,419,290,0,22,99,2,357,851,334
"Sep 17, 2023",Model_D,722,284,168,4,1,0,1910,2531,1111,640,0,64,215,207,854,2327,729
"Aug 25, 2023",Model_B,962,418,351,2,0,12,907,1909,743,733,0,131,209,4,704,1710,974
"Aug 31, 2023",Model_E,509,180,80,4,0,3,479,1298,563,383,0,85,126,2,502,1226,511
"Oct 6, 2023",Model_B,915,325,136,3,1,10,761,1469,707,477,0,63,185,6,577,1299,920
"Oct 4, 2023",Model_A,1697,604,164,5,2,10,2584,3679,2389,780,0,27,388,317,1307,3313,1718
"Oct 7, 2023",Model_A,1541,597,164,3,0,12,2336,3315,2051,843,0,32,375,284,1061,2978,1557
"Sep 6, 2023",Model_D,565,76,141,5,0,6,1534,2063,1041,459,0,88,156,154,766,1904,567
"Aug 22, 2023",Model_C,663,259,321,0,1,12,1619,2368,1215,584,0,227,185,80,856,2177,669
"Oct 7, 2023",Model_D,847,302,97,1,0,4,2382,2907,1009,554,0,45,206,337,821,2682,854
"Sep 18, 2023",Model_A,1879,663,226,6,1,4,3102,4300,2030,1543,0,310,339,429,1446,3932,1894
"Nov 2, 2023",Model_B,732,254,157,1,2,5,691,1315,725,351,0,47,142,5,496,1197,740
"Nov 10, 2023",Model_C,744,228,77,2,1,0,1409,1899,1098,493,0,49,189,100,693,1723,749
"Nov 20, 2023",Model_F,177,48,120,3,0,2,850,1123,616,308,0,16,105,98,406,1038,181
"Nov 22, 2023",Model_E,198,55,74,1,0,2,321,695,310,201,0,82,65,1,293,661,199
"Nov 30, 2023",Model_E,202,42,36,1,0,0,249,540,340,88,0,3,49,0,212,505,203
