date,Useable Date,model,start_configuration,complete_configuration,finance_calculator_visits,test_drives_submitted,finance_calc_leads_submitted,request_a_quote_form_submitted,car_model_visits,visits,natural_search_visits,paid_search_visits,paid_social_visits,email_visits,direct_visits,bounces,return_visitors,unique_visitors,Engine Type
"Aug 8, 2024",2024-08-08,Model_B,974,342,273,7,0,14,1607,2416,892,930,105,148,352,64,801,2191,ICE
"Aug 12, 2024",2024-08-12,Model_B,992,341,331,8,0,9,1601,2392,917,958,83,139,314,76,806,2154,ICE
"Aug 16, 2024",2024-08-16,Model_B,938,358,279,8,0,12,1419,2110,817,869,66,102,269,54,760,1904,ICE
"Aug 20, 2024",2024-08-20,Model_B,962,382,353,7,0,14,1922,2685,1010,1019,213,105,340,70,1004,2464,ICE
"Aug 24, 2024",2024-08-24,Model_B,870,322,607,7,0,4,1447,2445,943,811,215,186,289,57,819,2208,ICE
"Aug 28, 2024",2024-08-28,Model_B,616,205,345,2,0,12,1597,2209,888,803,185,90,265,51,744,2027,ICE
"Sep 1, 2024",2024-09-01,Model_B,725,270,425,12,0,17,1229,1994,734,758,148,88,289,53,625,1801,ICE
"Sep 5, 2024",2024-09-05,Model_B,622,272,199,10,0,11,1770,2202,653,1229,54,63,253,66,788,2041,ICE
"Jun 4, 2024",2024-06-04,Model_A,129,47,15,2,0,0,147,227,134,50,2,4,32,5,112,219,ICE
"Jun 8, 2024",2024-06-08,Model_A,101,40,13,1,0,0,145,225,132,58,0,1,30,12,84,209,ICE
"Jun 12, 2024",2024-06-12,Model_A,106,39,13,0,0,0,158,228,130,64,0,4,30,11,88,215,ICE
"Jun 16, 2024",2024-06-16,Model_A,96,28,22,0,0,0,135,218,115,67,0,4,32,10,78,204,ICE
"Jun 20, 2024",2024-06-20,Model_A,79,27,26,1,0,2,128,219,112,51,10,4,36,12,95,209,ICE
"Jun 24, 2024",2024-06-24,Model_A,84,30,19,0,0,0,133,234,112,53,35,3,27,12,95,222,ICE
"Jun 28, 2024",2024-06-28,Model_A,108,39,16,1,0,0,231,354,186,92,41,0,35,30,137,329,ICE
"Jul 2, 2024",2024-07-02,Model_A,131,43,28,1,0,0,189,304,149,86,19,3,43,13,135,281,ICE
"Jul 6, 2024",2024-07-06,Model_A,94,29,25,1,0,0,138,214,115,63,5,2,28,6,94,199,ICE
"Jul 10, 2024",2024-07-10,Model_A,126,54,37,1,0,2,171,282,147,77,13,4,38,8,104,263,ICE
"Jul 14, 2024",2024-07-14,Model_A,105,43,19,1,0,0,130,217,126,55,3,5,32,11,90,191,ICE
"Jul 18, 2024",2024-07-18,Model_A,92,26,22,2,0,5,152,239,122,72,7,5,27,9,99,216,ICE
"Jul 22, 2024",2024-07-22,Model_A,90,40,28,1,0,0,158,271,142,66,6,14,43,12,113,252,ICE
"Jul 26, 2024",2024-07-26,Model_A,118,45,19,0,0,0,136,234,115,68,6,3,43,10,88,214,ICE
"Jul 30, 2024",2024-07-30,Model_A,99,47,15,1,0,0,123,208,121,44,2,4,32,9,85,188,ICE
"Aug 3, 2024",2024-08-03,Model_A,103,43,14,0,0,0,119,197,88,65,4,1,36,5,78,184,ICE
"Aug 7, 2024",2024-08-07,Model_A,109,28,24,3,0,0,174,291,155,68,11,10,43,14,125,264,ICE
"Aug 11, 2024",2024-08-11,Model_A,141,58,22,2,0,2,142,255,116,78,25,2,36,8,103,241,ICE
"Aug 15, 2024",2024-08-15,Model_A,197,71,45,1,0,2,165,318,167,82,8,15,48,7,144,291,ICE
"Aug 19, 2024",2024-08-19,Model_A,145,54,37,1,0,0,171,305,135,96,17,17,46,15,130,272,ICE
"Aug 23, 2024",2024-08-23,Model_A,152,64,52,1,0,0,153,306,144,87,23,27,30,11,125,279,ICE
"Aug 27, 2024",2024-08-27,Model_A,154,52,44,4,0,0,159,293,163,58,13,15,42,13,129,281,ICE
"Aug 31, 2024",2024-08-31,Model_A,106,45,30,1,0,0,124,211,98,63,6,9,38,8,92,191,ICE
"Sep 4, 2024",2024-09-04,Model_A,145,46,50,1,0,0,137,288,129,97,10,6,45,12,127,267,ICE
"Sep 8, 2024",2024-09-08,Model_A,143,47,23,3,0,0,156,249,134,80,2,1,32,11,102,225,ICE
"Sep 12, 2024",2024-09-12,Model_A,158,56,23,2,0,4,155,265,137,79,4,10,38,12,123,242,ICE
"Sep 9, 2024",2024-09-09,Model_B,890,307,419,21,0,11,1514,2354,793,1107,65,103,289,57,834,2117,ICE
"Sep 13, 2024",2024-09-13,Model_B,753,286,256,7,0,0,1289,1906,668,869,60,72,268,46,621,1735,ICE
"Sep 17, 2024",2024-09-17,Model_B,848,304,315,12,0,2,1335,2073,782,888,47,94,296,53,702,1899,ICE
"Sep 21, 2024",2024-09-21,Model_B,786,276,369,4,0,4,1384,2066,743,927,50,48,324,51,652,1898,ICE
"Sep 25, 2024",2024-09-25,Model_B,797,287,338,15,0,4,1338,2053,742,904,53,81,281,50,683,1847,ICE
"Sep 29, 2024",2024-09-29,Model_B,876,347,281,14,0,13,1385,1976,758,915,35,35,276,39,588,1826,ICE
"Oct 3, 2024",2024-10-03,Model_B,605,220,200,4,0,5,1360,1874,648,777,157,54,233,53,642,1745,ICE
"Oct 7, 2024",2024-10-07,Model_B,715,256,219,16,0,2,1649,2202,804,917,170,62,273,67,705,2012,ICE
"Oct 11, 2024",2024-10-11,Model_B,680,254,184,11,0,0,1402,1879,672,799,158,49,226,39,629,1731,ICE
"Oct 15, 2024",2024-10-15,Model_B,749,275,231,15,0,10,1523,2111,736,899,157,91,266,62,694,1936,ICE
"Oct 19, 2024",2024-10-19,Model_B,753,263,198,12,0,11,1533,1999,641,972,137,35,242,58,651,1859,ICE
"Oct 23, 2024",2024-10-23,Model_B,671,264,236,12,0,5,1742,2257,668,1123,148,65,252,89,755,2079,ICE
"Oct 27, 2024",2024-10-27,Model_B,848,308,237,12,0,6,1904,2511,646,1298,294,24,292,80,755,2362,ICE
"Oct 31, 2024",2024-10-31,Model_B,641,227,198,7,0,10,1570,2023,669,935,230,53,465,7,623,1879,ICE
"Nov 4, 2024",2024-11-04,Model_B,712,264,203,14,0,6,1473,1977,735,880,84,50,267,54,624,1851,ICE
"Nov 8, 2024",2024-11-08,Model_B,149,3,7,3,0,4,1826,1905,653,847,264,30,420,12,696,1785,ICE
"Nov 12, 2024",2024-11-12,Model_B,704,316,225,11,0,8,1308,1787,690,695,138,40,244,31,606,1668,ICE
"Nov 16, 2024",2024-11-16,Model_B,667,252,195,10,0,0,1384,1862,607,844,148,46,236,32,576,1711,ICE
"Sep 16, 2024",2024-09-16,Model_A,127,47,11,4,0,2,132,231,125,67,3,7,26,8,100,222,ICE
"Sep 20, 2024",2024-09-20,Model_A,115,43,25,2,0,0,120,219,119,64,1,4,33,13,96,205,ICE
"Sep 24, 2024",2024-09-24,Model_A,110,41,21,6,0,0,135,234,123,66,5,4,39,11,98,216,ICE
"Sep 28, 2024",2024-09-28,Model_A,107,43,23,0,0,0,101,189,102,54,7,2,23,6,91,176,ICE
"Oct 2, 2024",2024-10-02,Model_A,96,35,13,3,0,0,93,180,91,41,1,8,36,6,78,171,ICE
"Oct 6, 2024",2024-10-06,Model_A,139,47,20,2,0,0,150,231,135,53,2,1,41,11,91,214,ICE
"Oct 10, 2024",2024-10-10,Model_A,116,35,12,4,0,0,123,187,107,49,2,3,29,9,91,175,ICE
"Oct 14, 2024",2024-10-14,Model_A,88,30,12,3,0,0,132,210,115,54,2,0,29,10,105,195,ICE
"Oct 18, 2024",2024-10-18,Model_A,97,35,13,4,0,0,127,203,114,52,0,5,32,9,79,192,ICE
"Oct 22, 2024",2024-10-22,Model_A,95,35,20,3,0,0,113,183,101,65,0,2,17,4,84,175,ICE
"Oct 26, 2024",2024-10-26,Model_A,0,0,21,0,0,0,180,208,112,67,0,2,38,2,84,195,ICE
"Oct 30, 2024",2024-10-30,Model_A,106,50,22,1,0,2,113,205,116,56,3,10,27,5,95,197,ICE
"Nov 3, 2024",2024-11-03,Model_A,94,44,12,4,0,2,186,259,152,63,1,0,45,27,83,245,ICE
"Nov 7, 2024",2024-11-07,Model_A,84,31,18,1,0,0,96,192,107,51,1,6,23,8,78,185,ICE
"Nov 11, 2024",2024-11-11,Model_A,99,46,14,1,0,0,121,208,99,56,1,10,33,10,86,191,ICE
"Nov 15, 2024",2024-11-15,Model_A,133,60,14,2,0,0,125,248,134,65,4,7,33,8,116,226,ICE
"Nov 19, 2024",2024-11-19,Model_A,2,1,1,0,0,0,5,8,2,4,0,0,1,0,3,8,ICE
"Jan 3, 2024",2024-01-03,Model_B,751,266,142,10,1,6,1299,2039,1093,608,13,46,288,125,630,1872,ICE
"Jan 7, 2024",2024-01-07,Model_B,712,230,158,10,1,18,1554,2247,1044,842,58,35,288,127,683,2077,ICE
"Jan 11, 2024",2024-01-11,Model_B,734,237,210,16,0,4,1603,2374,1095,788,76,106,319,127,726,2215,ICE
"Jan 15, 2024",2024-01-15,Model_B,781,237,200,15,0,2,1587,2355,1165,746,69,54,342,138,785,2157,ICE
"Jan 19, 2024",2024-01-19,Model_B,820,267,256,18,0,10,1609,2625,1102,762,98,305,344,125,842,2398,ICE
"Jan 23, 2024",2024-01-23,Model_B,842,239,202,13,0,6,1706,2512,1219,794,114,61,324,140,822,2323,ICE
"Jan 27, 2024",2024-01-27,Model_B,787,252,2,7,0,4,1674,2123,1082,692,47,38,273,103,643,1940,ICE
"Jan 31, 2024",2024-01-31,Model_B,854,283,1,9,0,5,1545,2049,1113,521,33,45,292,100,702,1898,ICE
"Feb 4, 2024",2024-02-04,Model_B,1027,394,3,16,0,11,1690,2215,1180,708,9,37,280,91,713,2028,ICE
"Feb 8, 2024",2024-02-08,Model_B,1174,413,1,19,0,4,2768,3493,1150,903,299,818,402,79,1067,3241,ICE
"Feb 12, 2024",2024-02-12,Model_B,1151,308,2,24,0,2,2250,2946,1312,1013,199,126,420,74,1069,2687,ICE
"Feb 16, 2024",2024-02-16,Model_B,955,317,0,23,0,10,2413,3112,1148,1188,184,281,395,118,1045,2846,ICE
"Feb 20, 2024",2024-02-20,Model_B,972,322,3,18,0,6,1805,2390,1119,784,162,38,308,72,873,2175,ICE
"Feb 24, 2024",2024-02-24,Model_B,932,308,0,8,0,2,1834,2368,1005,772,329,37,267,81,782,2174,ICE
"Feb 28, 2024",2024-02-28,Model_B,855,245,1,10,0,4,1816,2321,969,832,98,186,274,74,818,2147,ICE
"Mar 3, 2024",2024-03-03,Model_B,867,316,0,5,0,4,1736,2231,911,892,143,37,274,64,700,2038,ICE
"Mar 7, 2024",2024-03-07,Model_B,1005,344,310,12,0,8,1664,2401,1067,871,146,43,282,60,805,2166,ICE
"Mar 11, 2024",2024-03-11,Model_B,1059,407,315,11,0,7,1721,2528,1034,993,139,63,304,80,885,2327,ICE
"Mar 15, 2024",2024-03-15,Model_B,976,372,267,9,0,4,1780,2473,976,1012,70,60,357,74,817,2284,ICE
"Mar 19, 2024",2024-03-19,Model_B,922,319,277,8,0,4,1632,2284,983,957,45,24,309,71,789,2127,ICE
"Mar 23, 2024",2024-03-23,Model_B,1006,372,307,6,0,8,1775,2463,928,1258,32,9,289,94,832,2241,ICE
"Mar 27, 2024",2024-03-27,Model_B,967,337,325,5,0,12,1898,2592,866,1366,37,5,345,72,855,2372,ICE
"Mar 31, 2024",2024-03-31,Model_B,805,291,3,3,0,4,1442,1843,741,826,28,8,269,53,579,1714,ICE
"Apr 4, 2024",2024-04-04,Model_B,851,276,275,4,0,8,1429,2041,880,850,4,9,313,59,647,1866,ICE
"Apr 8, 2024",2024-04-08,Model_B,959,291,266,12,0,13,1682,2361,982,900,79,27,386,72,824,2154,ICE
"Apr 12, 2024",2024-04-12,Model_B,828,284,181,6,0,2,1439,2027,708,861,98,16,274,102,698,1873,ICE
"Apr 16, 2024",2024-04-16,Model_B,998,325,260,5,0,13,1646,2354,933,865,188,25,365,94,780,2150,ICE
"Apr 20, 2024",2024-04-20,Model_B,911,320,205,4,0,6,1696,2326,871,901,201,0,336,94,722,2133,ICE
"Apr 24, 2024",2024-04-24,Model_B,915,244,298,8,0,18,1671,2358,908,831,194,102,329,83,734,2181,ICE
"Apr 28, 2024",2024-04-28,Model_B,1168,433,273,11,0,18,1918,2639,1091,1047,217,8,319,98,813,2410,ICE
"May 2, 2024",2024-05-02,Model_B,920,315,291,3,0,12,1551,2239,922,787,178,27,351,88,766,2056,ICE
"May 6, 2024",2024-05-06,Model_B,803,312,280,7,0,8,1453,2151,897,840,98,25,318,90,660,1964,ICE
"May 10, 2024",2024-05-10,Model_B,774,282,261,4,0,15,1226,1908,799,765,54,15,263,71,645,1753,ICE
"May 14, 2024",2024-05-14,Model_B,1007,388,327,12,0,26,1664,2494,1014,843,225,66,337,85,801,2261,ICE
"May 18, 2024",2024-05-18,Model_B,944,382,222,8,0,9,1507,2270,844,851,174,26,365,71,749,2025,ICE
"May 22, 2024",2024-05-22,Model_B,942,331,239,10,0,22,1410,2194,892,803,146,38,299,68,766,1976,ICE
"Jan 4, 2024",2024-01-04,Model_C,691,199,168,16,0,2,1533,2171,1162,626,24,139,195,126,721,2000,ICE
"Jan 8, 2024",2024-01-08,Model_C,734,218,150,13,0,2,1683,2292,1265,700,40,50,230,126,853,2082,ICE
"Jan 12, 2024",2024-01-12,Model_C,5948,2474,343,51,0,70,4634,6710,1682,1002,789,1973,1205,46,2520,6022,ICE
"Jan 16, 2024",2024-01-16,Model_C,2426,837,93,12,0,18,2603,3554,1326,719,652,133,675,26,1254,3329,ICE
"Jan 20, 2024",2024-01-20,Model_C,2254,850,122,18,0,16,2283,3225,1057,715,593,170,663,40,1015,3008,ICE
"Jan 24, 2024",2024-01-24,Model_C,1837,618,99,13,0,8,1818,2659,979,631,435,86,477,32,983,2480,ICE
"Jan 28, 2024",2024-01-28,Model_C,1682,623,0,16,0,4,4189,4608,1205,771,1569,46,1022,539,1296,4381,ICE
"Feb 1, 2024",2024-02-01,Model_C,1631,528,0,18,0,8,3596,4117,1205,690,1501,60,657,469,1461,3844,ICE
"Feb 5, 2024",2024-02-05,Model_C,1680,576,1,12,0,6,3585,4175,1334,724,1107,81,888,448,1315,3909,ICE
"Feb 9, 2024",2024-02-09,Model_C,1389,447,0,17,0,10,2229,2840,1337,662,120,322,309,110,1104,2592,ICE
"Feb 13, 2024",2024-02-13,Model_C,1178,389,1,16,0,7,1950,2458,1320,650,97,99,276,83,946,2232,ICE
"Feb 17, 2024",2024-02-17,Model_C,1256,445,0,18,0,8,1911,2428,1217,736,114,68,299,63,874,2174,ICE
"Feb 21, 2024",2024-02-21,Model_C,1423,510,0,20,0,14,2839,3355,1205,1181,624,66,296,73,1319,3065,ICE
"Feb 25, 2024",2024-02-25,Model_C,1860,698,0,9,0,6,2929,3574,1454,1411,273,40,477,86,1239,3228,ICE
"Feb 29, 2024",2024-02-29,Model_C,1301,487,20,13,0,12,2368,2944,1318,1109,116,70,344,92,1117,2661,ICE
"Mar 4, 2024",2024-03-04,Model_C,1427,489,21,13,0,15,2393,2980,1216,1256,105,69,346,85,1168,2712,ICE
"Mar 8, 2024",2024-03-08,Model_C,1284,459,222,19,0,4,1905,2581,1299,837,75,67,306,50,991,2308,ICE
"Mar 12, 2024",2024-03-12,Model_C,1354,505,227,15,0,10,2028,2738,1281,1019,87,61,304,52,1073,2523,ICE
"Mar 16, 2024",2024-03-16,Model_C,1283,496,184,6,0,2,2081,2713,1235,1090,24,67,337,64,981,2435,ICE
"Mar 20, 2024",2024-03-20,Model_C,1130,426,206,9,0,8,1888,2476,1280,924,21,11,286,68,949,2259,ICE
"Mar 24, 2024",2024-03-24,Model_C,1406,513,264,2,0,4,2658,3285,1379,1571,20,9,406,82,978,3032,ICE
"Mar 28, 2024",2024-03-28,Model_C,1324,430,176,10,0,2,2326,2976,1297,1321,39,8,374,103,1105,2689,ICE
"Apr 1, 2024",2024-04-01,Model_C,1192,450,203,13,0,10,2066,2635,1265,1011,8,24,362,61,874,2379,ICE
"Apr 5, 2024",2024-04-05,Model_C,2042,822,266,12,0,14,3040,4006,1612,1588,264,46,524,90,1477,3534,ICE
"Apr 9, 2024",2024-04-09,Model_C,5228,2148,783,33,0,30,11143,14339,2286,1838,1825,7369,1703,613,3558,13419,ICE
"Apr 13, 2024",2024-04-13,Model_C,2487,1092,276,16,0,26,3825,5294,1529,1662,1140,144,606,367,1670,4825,ICE
"Apr 17, 2024",2024-04-17,Model_C,2275,863,201,20,0,23,3981,5308,1716,1749,1173,79,644,262,1844,4799,ICE
"May 26, 2024",2024-05-26,Model_B,894,342,229,11,0,14,1548,2204,809,907,131,11,353,80,665,2013,ICE
"May 30, 2024",2024-05-30,Model_B,965,348,253,5,0,5,1507,2166,922,859,42,48,285,88,713,1957,ICE
"Jun 3, 2024",2024-06-03,Model_B,955,306,203,6,0,15,1501,2161,922,700,123,49,352,58,699,1990,ICE
"Jun 7, 2024",2024-06-07,Model_B,829,300,185,1,0,6,1487,2089,798,852,90,30,297,64,709,1915,ICE
"Jun 11, 2024",2024-06-11,Model_B,999,344,253,3,0,6,1554,2288,923,778,126,74,365,72,753,2066,ICE
"Jun 15, 2024",2024-06-15,Model_B,972,322,223,2,0,6,1548,2260,859,846,141,45,354,43,759,2043,ICE
"Jun 19, 2024",2024-06-19,Model_B,862,273,244,4,0,7,1662,2272,865,859,117,48,344,68,804,2099,ICE
"Jun 23, 2024",2024-06-23,Model_B,803,273,210,6,0,2,1567,2162,684,888,236,10,336,57,679,1993,ICE
"Jun 27, 2024",2024-06-27,Model_B,881,363,241,4,0,11,1569,2245,796,877,164,44,365,68,750,2069,ICE
"Jul 1, 2024",2024-07-01,Model_B,897,320,242,12,0,18,1571,2222,903,876,27,44,364,41,755,2035,ICE
"Jul 5, 2024",2024-07-05,Model_B,875,300,305,10,0,8,1347,2028,799,861,118,15,253,57,719,1852,ICE
"Jul 9, 2024",2024-07-09,Model_B,831,290,280,4,0,11,1623,2264,877,986,68,76,267,50,769,2102,ICE
"Jul 13, 2024",2024-07-13,Model_B,867,320,266,8,0,4,1551,2187,805,1007,88,59,253,59,759,1981,ICE
"Jul 17, 2024",2024-07-17,Model_B,800,217,268,10,0,12,1404,2034,781,830,93,87,222,47,677,1864,ICE
"Jul 21, 2024",2024-07-21,Model_B,834,270,258,8,0,0,1486,2094,843,848,77,52,296,43,651,1919,ICE
"Jul 25, 2024",2024-07-25,Model_B,827,314,378,8,0,15,1422,2134,873,814,153,80,238,60,692,1959,ICE
"Jul 29, 2024",2024-07-29,Model_B,776,286,257,5,0,13,1360,1974,756,783,90,71,280,50,650,1811,ICE
"Aug 2, 2024",2024-08-02,Model_B,803,299,303,5,0,4,1418,2121,769,912,115,77,259,59,713,1957,ICE
"Aug 6, 2024",2024-08-06,Model_B,851,295,297,7,0,17,1573,2304,815,956,100,133,293,81,795,2079,ICE
"Aug 10, 2024",2024-08-10,Model_B,848,319,244,4,0,8,1460,2181,759,942,116,80,283,72,718,1953,ICE
"Aug 14, 2024",2024-08-14,Model_B,791,308,243,7,0,6,1375,2033,764,864,53,93,261,56,686,1842,ICE
"Aug 18, 2024",2024-08-18,Model_B,942,337,245,8,0,13,1518,2140,768,998,67,36,274,69,683,1956,ICE
"Aug 22, 2024",2024-08-22,Model_B,995,397,353,9,0,12,1927,2733,863,913,220,434,309,68,954,2481,ICE
"Aug 26, 2024",2024-08-26,Model_B,919,341,551,12,0,24,1429,2367,891,784,205,179,325,52,753,2155,ICE
"Aug 30, 2024",2024-08-30,Model_B,785,271,466,10,0,11,1337,2227,847,755,173,231,249,63,747,2003,ICE
"Sep 3, 2024",2024-09-03,Model_B,791,279,381,12,0,16,1558,2333,903,907,103,180,264,61,804,2098,ICE
"Sep 7, 2024",2024-09-07,Model_B,854,328,331,12,0,11,1669,2344,783,1192,79,76,250,58,813,2112,ICE
"Apr 21, 2024",2024-04-21,Model_C,2149,884,246,11,0,19,3927,5224,1698,1802,1058,44,595,256,1535,4755,ICE
"Apr 25, 2024",2024-04-25,Model_C,2300,865,298,16,0,15,4133,5470,1789,1906,1045,77,696,267,1820,4922,ICE
"Apr 29, 2024",2024-04-29,Model_C,2265,863,316,16,0,23,4081,5493,1999,1527,1040,185,747,250,1932,4966,ICE
"May 3, 2024",2024-05-03,Model_C,2038,776,209,19,0,16,3494,4747,1641,1485,1005,37,591,243,1689,4262,ICE
"May 7, 2024",2024-05-07,Model_C,1506,534,235,14,0,4,2171,3059,1253,1271,109,64,407,102,1266,2721,ICE
"May 11, 2024",2024-05-11,Model_C,1152,441,144,5,0,4,1798,2506,924,1164,83,23,371,83,928,2202,ICE
"May 15, 2024",2024-05-15,Model_C,1840,691,326,16,0,14,3001,4250,1468,1376,265,700,463,105,1538,3782,ICE
"May 19, 2024",2024-05-19,Model_C,1176,458,173,9,0,2,1891,2654,1086,973,212,40,350,103,933,2338,ICE
"May 23, 2024",2024-05-23,Model_C,1662,611,257,24,0,23,2687,3830,1536,1229,134,481,461,138,1469,3390,ICE
"May 27, 2024",2024-05-27,Model_C,1360,511,228,14,0,18,2287,3209,1423,1197,141,56,402,102,1122,2845,ICE
"May 31, 2024",2024-05-31,Model_C,1586,551,171,16,0,5,2335,3233,1447,1288,77,57,420,127,1244,2846,ICE
"Jun 4, 2024",2024-06-04,Model_C,1764,579,196,9,0,8,2333,3326,1431,1240,97,96,551,78,1348,2895,ICE
"Jun 8, 2024",2024-06-08,Model_C,1427,537,171,4,0,4,2044,2884,1163,1145,113,17,550,63,1046,2498,ICE
"Jun 12, 2024",2024-06-12,Model_C,1733,508,179,2,0,2,2260,3208,1443,1183,122,40,557,64,1269,2821,ICE
"Jun 16, 2024",2024-06-16,Model_C,1288,426,174,9,0,6,1884,2622,1086,1085,84,14,503,55,948,2321,ICE
"Jun 20, 2024",2024-06-20,Model_C,1437,419,188,14,0,8,1901,2782,1222,1093,71,70,445,39,1121,2486,ICE
"Jun 24, 2024",2024-06-24,Model_C,1466,382,190,17,0,4,2006,2958,1255,1077,186,33,506,56,1147,2619,ICE
"Jun 28, 2024",2024-06-28,Model_C,1486,448,179,10,0,6,2155,3072,1322,1208,185,29,593,55,1162,2715,ICE
"Jul 2, 2024",2024-07-02,Model_C,1900,621,445,17,0,18,2866,4052,1499,1370,735,42,672,82,1424,3587,ICE
"Jul 6, 2024",2024-07-06,Model_C,1361,460,348,11,0,8,2195,3101,1066,1350,299,14,627,53,1083,2785,ICE
"Jul 10, 2024",2024-07-10,Model_C,1972,613,346,19,0,17,2721,3916,1488,1646,239,150,722,59,1626,3411,ICE
"Jul 14, 2024",2024-07-14,Model_C,1373,451,293,2,0,4,2102,2943,994,1372,214,96,509,60,1037,2637,ICE
"Jul 18, 2024",2024-07-18,Model_C,1693,535,286,18,0,14,2387,3422,1348,1459,193,105,569,64,1366,2999,ICE
"Jul 22, 2024",2024-07-22,Model_C,1804,569,307,18,0,10,2533,3704,1444,1553,176,173,620,71,1420,3260,ICE
"Jul 26, 2024",2024-07-26,Model_C,1545,565,303,13,0,7,2227,3178,1245,1463,135,81,514,56,1263,2776,ICE
"Jul 30, 2024",2024-07-30,Model_C,1449,457,277,13,0,15,2223,3121,1247,1295,176,109,555,32,1184,2786,ICE
"Aug 3, 2024",2024-08-03,Model_C,1335,521,243,11,0,6,2195,3077,1036,1501,183,92,522,58,1071,2740,ICE
"Sep 11, 2024",2024-09-11,Model_B,908,329,387,13,0,8,1375,2176,811,942,80,92,289,52,764,1985,ICE
"Sep 15, 2024",2024-09-15,Model_B,817,325,339,7,0,10,1415,2098,732,1043,37,64,268,51,651,1920,ICE
"Sep 19, 2024",2024-09-19,Model_B,745,284,330,12,0,9,1389,2048,795,895,47,82,260,58,697,1872,ICE
"Sep 23, 2024",2024-09-23,Model_B,798,319,374,13,0,8,1352,2097,789,844,60,71,362,50,690,1915,ICE
"Sep 27, 2024",2024-09-27,Model_B,700,261,305,7,0,0,1256,1875,716,822,44,74,260,43,617,1709,ICE
"Oct 1, 2024",2024-10-01,Model_B,798,266,252,15,0,6,1336,1944,759,699,183,78,238,39,658,1767,ICE
"Oct 5, 2024",2024-10-05,Model_B,651,253,190,9,0,4,1594,2123,733,725,359,59,249,60,642,1966,ICE
"Oct 9, 2024",2024-10-09,Model_B,658,230,205,9,0,2,1583,2078,743,915,157,42,254,47,636,1941,ICE
"Oct 13, 2024",2024-10-13,Model_B,758,289,199,14,0,4,1729,2193,737,936,275,25,265,47,639,2035,ICE
"Oct 17, 2024",2024-10-17,Model_B,597,226,181,14,0,6,1290,1807,618,778,157,59,195,58,591,1677,ICE
"Oct 21, 2024",2024-10-21,Model_B,743,298,235,21,0,10,1535,2094,708,942,132,68,257,61,657,1927,ICE
"Oct 25, 2024",2024-10-25,Model_B,804,316,230,8,0,6,1892,2488,677,1282,223,57,284,71,755,2329,ICE
"Oct 29, 2024",2024-10-29,Model_B,786,285,230,11,0,0,1755,2323,668,1149,219,63,251,91,771,2157,ICE
"Nov 2, 2024",2024-11-02,Model_B,689,250,197,10,0,4,1361,1837,613,920,64,41,233,49,617,1655,ICE
"Nov 6, 2024",2024-11-06,Model_B,758,299,217,12,0,10,1448,2021,685,839,134,101,270,63,668,1892,ICE
"Nov 10, 2024",2024-11-10,Model_B,0,0,0,6,0,4,1905,1929,650,924,249,20,437,8,601,1819,ICE
"Nov 14, 2024",2024-11-14,Model_B,702,266,230,13,0,14,1450,1954,704,712,231,41,275,48,668,1808,ICE
"Nov 18, 2024",2024-11-18,Model_B,692,263,218,9,0,2,1486,2069,699,823,170,78,336,55,680,1911,ICE
"Aug 7, 2024",2024-08-07,Model_C,1728,650,263,13,0,10,2451,3495,1376,1582,105,115,602,60,1326,3085,ICE
"Aug 11, 2024",2024-08-11,Model_C,1458,543,302,12,0,4,2745,3624,994,2052,200,78,685,57,1214,3285,ICE
"Aug 15, 2024",2024-08-15,Model_C,2067,742,387,16,0,10,3541,4768,1530,2557,101,193,886,54,1768,4260,ICE
"Aug 19, 2024",2024-08-19,Model_C,2601,1059,285,28,0,28,3937,5263,1663,2553,293,212,616,98,2026,4687,ICE
"Aug 23, 2024",2024-08-23,Model_C,1813,702,841,18,0,8,3156,4703,1427,1574,373,935,440,99,1769,4217,ICE
"Aug 27, 2024",2024-08-27,Model_C,1631,587,530,17,0,12,2557,3834,1527,1359,315,216,423,95,1462,3394,ICE
"Aug 31, 2024",2024-08-31,Model_C,1225,472,450,17,0,4,2003,3047,1111,1188,237,194,336,64,1069,2672,ICE
"Sep 4, 2024",2024-09-04,Model_C,1703,600,256,25,0,4,3004,4033,1184,2260,113,153,728,71,1557,3614,ICE
"Sep 8, 2024",2024-09-08,Model_C,1657,645,311,24,0,2,3069,3976,1094,2363,122,85,785,68,1375,3553,ICE
"Sep 12, 2024",2024-09-12,Model_C,1770,621,269,31,0,4,3209,4275,1257,2268,212,157,815,88,1600,3783,ICE
"Sep 16, 2024",2024-09-16,Model_C,1676,597,278,39,0,10,2772,3853,1163,2065,131,133,738,55,1453,3421,ICE
"Sep 20, 2024",2024-09-20,Model_C,1616,601,274,31,0,0,2504,3539,1154,1752,207,102,634,61,1323,3150,ICE
"Sep 24, 2024",2024-09-24,Model_C,1620,571,233,41,0,6,2217,3254,1247,1434,173,99,562,54,1277,2872,ICE
"Sep 28, 2024",2024-09-28,Model_C,1276,491,201,22,0,2,1850,2706,1028,1152,124,75,473,52,1029,2426,ICE
"Oct 2, 2024",2024-10-02,Model_C,1470,580,155,34,0,6,2821,3653,1301,1065,928,84,419,58,1326,3335,ICE
"Oct 6, 2024",2024-10-06,Model_C,1392,571,196,28,0,10,2777,3539,1189,1230,706,63,479,64,1135,3220,ICE
"Oct 10, 2024",2024-10-10,Model_C,1559,533,185,25,0,8,2831,3773,1323,1202,797,73,499,62,1351,3418,ICE
